assessment_id,site_id,conducted_by_person_id,assessment_date,assessment_period,overall_risk_score,findings_summary,num_hazards_identified,num_actions_created,status
124,12,41,2021-03-05,H1_2021,72,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to aging infrastructure. Overall risk posture is high. Recommend follow-up on electrical systems within 14 days.,3,4,COMPLETED
125,12,42,2021-09-16,H2_2021,46,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to chemical storage. Overall risk posture is medium. Recommend follow-up on aging infrastructure within the next term.,4,4,COMPLETED
126,12,39,2022-03-18,H1_2022,30,Risk assessment findings: Tauraroa Area School presents medium risk environment. Critical items include mould visible on ceiling tiles. Moderate items include trip hazard from raised concrete. 5 actions assigned with 2 marked as critical priority.,4,5,COMPLETED
127,12,41,2022-09-03,H2_2022,51,Risk assessment findings: Tauraroa Area School presents medium risk environment. Critical items include missing fire extinguisher sign. Moderate items include cluttered storage room blocking access. 2 actions assigned with 2 marked as critical priority.,1,2,COMPLETED
128,12,41,2023-03-12,H1_2023,55,Risk assessment findings: Tauraroa Area School presents medium risk environment. Critical items include loose railing on Block A stairwell. Moderate items include uneven surface on playground. 2 actions assigned with 2 marked as critical priority.,4,2,COMPLETED
129,12,41,2023-09-10,H2_2023,89,Routine H1/H2 assessment for Tauraroa Area School conducted on the assessment date. Building condition assessments reviewed for all 5 structures. 1 hazards requiring attention identified. Notable improvement in first aid supplies since last assessment.,1,1,COMPLETED
130,12,39,2024-03-06,H1_2024,61,Site inspection revealed generally satisfactory conditions with 1 hazards identified. Main concerns relate to chemical storage. Overall risk posture is high. Recommend follow-up on contractor oversight within 14 days.,1,0,COMPLETED
131,12,42,2024-09-02,H2_2024,82,Routine H1/H2 assessment for Tauraroa Area School conducted on the assessment date. Building condition assessments reviewed for all 9 structures. 0 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,0,1,COMPLETED
132,12,41,2025-03-27,H1_2025,66,Risk assessment findings: Tauraroa Area School presents high risk environment. Critical items include worn anti-slip tape on steps. Moderate items include damaged fencing along south boundary. 1 actions assigned with 2 marked as critical priority.,1,1,REVIEWED
133,13,44,2020-03-11,H1_2020,54,Routine H1/H2 assessment for Te Kamo High School conducted on the assessment date. Building condition assessments reviewed for all 9 structures. 2 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,2,2,COMPLETED
134,13,45,2020-09-07,H2_2020,71,Routine H1/H2 assessment for Te Kamo High School conducted on the assessment date. Building condition assessments reviewed for all 11 structures. 2 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,2,1,COMPLETED
135,13,43,2021-03-02,H1_2021,37,Site inspection revealed generally satisfactory conditions with 2 hazards identified. Main concerns relate to tree management. Overall risk posture is medium. Recommend follow-up on traffic management within 14 days.,2,1,COMPLETED
136,13,43,2021-09-07,H2_2021,10,Comprehensive risk assessment completed for Te Kamo High School. 2 new hazards identified and 1 existing hazards reviewed. Key findings include: damaged fencing along south boundary; cluttered storage room blocking access. 3 corrective actions have been raised.,2,3,COMPLETED
137,13,44,2022-03-21,H1_2022,86,Routine H1/H2 assessment for Te Kamo High School conducted on the assessment date. Building condition assessments reviewed for all 5 structures. 2 hazards requiring attention identified. Notable improvement in first aid supplies since last assessment.,2,2,COMPLETED
138,13,45,2022-09-03,H2_2022,87,Risk assessment findings: Te Kamo High School presents critical risk environment. Critical items include mould visible on ceiling tiles. Moderate items include cracked window pane in classroom. 1 actions assigned with 2 marked as critical priority.,3,1,COMPLETED
139,13,45,2023-03-04,H1_2023,34,Comprehensive risk assessment completed for Te Kamo High School. 2 new hazards identified and 3 existing hazards reviewed. Key findings include: uneven surface on playground; standing water near entrance pathway. 1 corrective actions have been raised.,2,1,COMPLETED
140,13,43,2023-09-07,H2_2023,37,Routine H1/H2 assessment for Te Kamo High School conducted on the assessment date. Building condition assessments reviewed for all 6 structures. 3 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,3,3,COMPLETED
141,13,45,2024-03-16,H1_2024,14,Assessment of Te Kamo High School identified low overall risk level. Primary concerns are roof condition particularly affecting administration building. Emergency procedures were reviewed and found to be adequate. 3 actions created.,4,3,COMPLETED
142,13,43,2024-09-25,H2_2024,25,Assessment of Te Kamo High School identified low overall risk level. Primary concerns are traffic management particularly affecting the sports facilities. Emergency procedures were reviewed and found to be requiring update. 1 actions created.,0,1,COMPLETED
143,13,45,2025-03-11,H1_2025,25,Risk assessment findings: Te Kamo High School presents low risk environment. Critical items include peeling paint near food prep area. Moderate items include loose railing on Block A stairwell. 3 actions assigned with 2 marked as critical priority.,4,3,COMPLETED
144,14,48,2020-03-24,H1_2020,60,Routine H1/H2 assessment for Tikipunga High School conducted on the assessment date. Building condition assessments reviewed for all 9 structures. 4 hazards requiring attention identified. Notable improvement in first aid supplies since last assessment.,4,1,COMPLETED
145,14,46,2020-09-26,H2_2020,52,Risk assessment findings: Tikipunga High School presents medium risk environment. Critical items include uneven surface on playground. Moderate items include standing water near entrance pathway. 0 actions assigned with 2 marked as critical priority.,2,0,COMPLETED
146,14,46,2021-03-24,H1_2021,75,Assessment of Tikipunga High School identified high overall risk level. Primary concerns are slip hazards during winter particularly affecting the main block. Emergency procedures were reviewed and found to be satisfactory. 5 actions created.,4,5,COMPLETED
147,14,48,2021-09-06,H2_2021,16,Comprehensive risk assessment completed for Tikipunga High School. 0 new hazards identified and 6 existing hazards reviewed. Key findings include: standing water near entrance pathway; inadequate lighting in car park. 0 corrective actions have been raised.,0,0,COMPLETED
148,14,48,2022-03-20,H1_2022,69,Routine H1/H2 assessment for Tikipunga High School conducted on the assessment date. Building condition assessments reviewed for all 11 structures. 3 hazards requiring attention identified. Notable improvement in chemical storage since last assessment.,3,3,COMPLETED
149,14,48,2022-09-20,H2_2022,89,Site inspection revealed generally satisfactory conditions with 1 hazards identified. Main concerns relate to tree management. Overall risk posture is critical. Recommend follow-up on chemical storage within the next term.,1,1,COMPLETED
150,14,48,2023-03-27,H1_2023,30,Assessment of Tikipunga High School identified medium overall risk level. Primary concerns are chemical storage particularly affecting the sports facilities. Emergency procedures were reviewed and found to be adequate. 0 actions created.,3,0,COMPLETED
151,14,47,2023-09-27,H2_2023,87,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to slip hazards during winter. Overall risk posture is critical. Recommend follow-up on tree management within the next term.,3,4,COMPLETED
152,14,47,2024-03-13,H1_2024,87,Site inspection revealed generally satisfactory conditions with 1 hazards identified. Main concerns relate to slip hazards during winter. Overall risk posture is critical. Recommend follow-up on chemical storage within 30 days.,1,2,COMPLETED
153,14,48,2024-09-20,H2_2024,54,Assessment of Tikipunga High School identified medium overall risk level. Primary concerns are playground equipment wear particularly affecting the main block. Emergency procedures were reviewed and found to be satisfactory. 4 actions created.,3,4,COMPLETED
154,14,46,2025-03-04,H1_2025,82,Risk assessment findings: Tikipunga High School presents critical risk environment. Critical items include uneven surface on playground. Moderate items include mould visible on ceiling tiles. 5 actions assigned with 2 marked as critical priority.,4,5,REVIEWED
155,15,49,2020-03-01,H1_2020,40,Site inspection revealed generally satisfactory conditions with 2 hazards identified. Main concerns relate to playground equipment wear. Overall risk posture is medium. Recommend follow-up on traffic management within 60 days.,2,0,COMPLETED
156,15,50,2020-09-06,H2_2020,86,Routine H1/H2 assessment for Whangārei Boys' High School conducted on the assessment date. Building condition assessments reviewed for all 11 structures. 1 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,1,0,COMPLETED
157,15,50,2021-03-10,H1_2021,38,Assessment of Whangārei Boys' High School identified medium overall risk level. Primary concerns are roof condition particularly affecting administration building. Emergency procedures were reviewed and found to be adequate. 3 actions created.,2,3,COMPLETED
