inspection_id,site_id,conducted_by_person_id,contractor_id,inspection_date,inspection_type,field_notes,compliance_rating,num_hazards_identified,num_actions_created,status
91,9,28,,2022-09-09,ROUTINE,Routine site walkthrough at Northland College. Checked emergency exits - signage missing on one. Fire extinguishers - all current. First aid kits - low on supplies. Signage - adequate. General housekeeping - satisfactory. 2 new hazards logged.,MAJOR_NON_COMPLIANCE,3,3,COMPLETED
92,9,31,,2022-11-11,COMPLAINT_RESPONSE,Complaint response visit to Northland College regarding water leak from ceiling. On inspection found standing water near entrance pathway. cluttered storage room blocking access. Spoke with the H&S rep who was already arranging repair. Actions: contractor engaged. Follow-up required: yes - after repair completed.,MAJOR_NON_COMPLIANCE,0,0,COMPLETED
93,9,28,,2023-06-21,ROUTINE,Complaint response visit to Northland College regarding water leak from ceiling. On inspection found worn anti-slip tape on steps. worn anti-slip tape on steps. Spoke with the H&S rep who was concerned about the situation. Actions: repair ordered. Follow-up required: no.,COMPLIANT,2,1,COMPLETED
94,9,28,,2023-05-04,ROUTINE,Post-incident inspection at Northland College. Area where incident occurred has been cleaned up. standing water near entrance pathway. Interviewed the H&S rep who confirmed that protocols were followed. Root cause appears to be environmental conditions. Immediate controls: temporary repair applied. Further investigation: yes - await contractor quote.,MINOR_NON_COMPLIANCE,3,3,COMPLETED
95,9,30,,2024-02-06,POST_INCIDENT,Complaint response visit to Northland College regarding broken playground equipment. On inspection found mould visible on ceiling tiles. missing fire extinguisher sign. Spoke with the caretaker who was already arranging repair. Actions: area isolated. Follow-up required: no.,COMPLIANT,2,1,COMPLETED
96,9,31,,2024-09-13,POST_INCIDENT,Post-incident inspection at Northland College. Area where incident occurred has been cordoned off. missing fire extinguisher sign. Interviewed the caretaker who confirmed that the issue has been ongoing. Root cause appears to be environmental conditions. Immediate controls: area barricaded. Further investigation: no - matter resolved.,MINOR_NON_COMPLIANCE,1,0,COMPLETED
97,9,28,,2025-11-26,ROUTINE,Contractor audit: the contractor on site performing grounds maintenance. Checked: PPE compliance - compliant with minor exceptions; site induction records - all current; work method statements - generic - not site-specific. Overall: major non-compliance. Issues noted: PPE not consistently worn.,COMPLIANT,3,3,COMPLETED
98,10,33,,2020-06-20,POST_INCIDENT,Contractor audit: the contractor on site performing grounds maintenance. Checked: PPE compliance - fully compliant; site induction records - missing for one worker; work method statements - not available. Overall: major non-compliance. Issues noted: work area not adequately fenced.,MINOR_NON_COMPLIANCE,1,0,COMPLETED
99,10,32,137.0,2021-05-18,CONTRACTOR_AUDIT,Post-incident inspection at Te Kura Taumata o Panguru. Area where incident occurred has been cleaned up. uneven surface on playground. Interviewed the H&S rep who confirmed that protocols were followed. Root cause appears to be worn equipment. Immediate controls: warning signs placed. Further investigation: yes - engineering assessment required.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
100,10,33,,2021-08-11,ROUTINE,Contractor audit: the contractor on site performing grounds maintenance. Checked: PPE compliance - partial - no safety glasses observed; site induction records - all current; work method statements - comprehensive. Overall: minor non-compliance. Issues noted: PPE not consistently worn.,MINOR_NON_COMPLIANCE,2,2,COMPLETED
101,10,33,27.0,2022-05-16,CONTRACTOR_AUDIT,Post-incident inspection at Te Kura Taumata o Panguru. Area where incident occurred has been under repair. cluttered storage room blocking access. Interviewed the principal who confirmed that the issue has been ongoing. Root cause appears to be environmental conditions. Immediate controls: area barricaded. Further investigation: yes - engineering assessment required.,MINOR_NON_COMPLIANCE,2,1,COMPLETED
102,10,33,,2022-02-14,ROUTINE,Post-incident inspection at Te Kura Taumata o Panguru. Area where incident occurred has been under repair. bird nesting in roof cavity. Interviewed the site manager who confirmed the timeline of events. Root cause appears to be lack of maintenance. Immediate controls: warning signs placed. Further investigation: yes - engineering assessment required.,MAJOR_NON_COMPLIANCE,1,0,COMPLETED
103,10,32,,2023-03-10,ROUTINE,Complaint response visit to Te Kura Taumata o Panguru regarding strange smell in classroom. On inspection found mould visible on ceiling tiles. bird nesting in roof cavity. Spoke with the H&S rep who was aware of the issue. Actions: area isolated. Follow-up required: yes - after repair completed.,COMPLIANT,0,0,COMPLETED
104,10,33,,2023-04-17,ROUTINE,Routine site walkthrough at Te Kura Taumata o Panguru. Checked emergency exits - one partially blocked. Fire extinguishers - one missing from hall. First aid kits - fully stocked. Signage - adequate. General housekeeping - poor in storage areas. 3 new hazards logged.,MINOR_NON_COMPLIANCE,1,0,COMPLETED
105,10,33,,2024-03-03,ROUTINE,Post-incident inspection at Te Kura Taumata o Panguru. Area where incident occurred has been under repair. uneven surface on playground. Interviewed the site manager who confirmed the timeline of events. Root cause appears to be worn equipment. Immediate controls: temporary repair applied. Further investigation: yes - await contractor quote.,COMPLIANT,0,0,COMPLETED
106,10,32,,2024-03-16,COMPLAINT_RESPONSE,Routine site walkthrough at Te Kura Taumata o Panguru. Checked emergency exits - one partially blocked. Fire extinguishers - all in date. First aid kits - low on supplies. Signage - good. General housekeeping - excellent. 2 new hazards logged.,COMPLIANT,1,0,COMPLETED
107,10,34,,2024-11-19,ROUTINE,Post-incident inspection at Te Kura Taumata o Panguru. Area where incident occurred has been under repair. standing water near entrance pathway. Interviewed the principal who confirmed the timeline of events. Root cause appears to be inadequate training. Immediate controls: equipment isolated. Further investigation: yes - engineering assessment required.,COMPLIANT,0,0,COMPLETED
108,10,32,,2025-09-09,ROUTINE,Contractor audit: the contractor on site performing HVAC servicing. Checked: PPE compliance - partial - no safety glasses observed; site induction records - all current; work method statements - generic - not site-specific. Overall: minor non-compliance. Issues noted: none noted.,COMPLIANT,1,1,COMPLETED
109,11,37,,2020-11-02,ROUTINE,Arrived at Opononi Area School at 8:45. Met with the H&S rep who reported a concern about the car park. Walked the site starting from Block A. Observed standing water near entrance pathway. Noted mould visible on ceiling tiles. the hall appears satisfactory. Recommend review at next assessment. Photos taken for record.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
110,11,35,,2020-02-25,ROUTINE,Complaint response visit to Opononi Area School regarding noise from construction work. On inspection found inadequate lighting in car park. blocked emergency exit in hall. Spoke with the principal who was already arranging repair. Actions: area isolated. Follow-up required: yes - next routine visit.,COMPLIANT,2,2,COMPLETED
111,11,35,56.0,2020-11-01,CONTRACTOR_AUDIT,Contractor audit: Apex Electrical Services Ltd on site performing plumbing work. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - missing for one worker; work method statements - provided and adequate. Overall: compliant. Issues noted: work area not adequately fenced.,COMPLIANT,1,1,COMPLETED
112,11,36,5.0,2021-05-18,CONTRACTOR_AUDIT,Post-incident inspection at Opononi Area School. Area where incident occurred has been under repair. trip hazard from raised concrete. Interviewed the H&S rep who confirmed the timeline of events. Root cause appears to be lack of maintenance. Immediate controls: temporary repair applied. Further investigation: yes - await contractor quote.,MINOR_NON_COMPLIANCE,3,2,COMPLETED
113,11,35,,2021-06-06,POST_INCIDENT,Routine site walkthrough at Opononi Area School. Checked emergency exits - all clear. Fire extinguishers - all in date. First aid kits - adequate. Signage - good. General housekeeping - satisfactory. 3 new hazards logged.,MINOR_NON_COMPLIANCE,2,2,COMPLETED
114,11,37,,2022-04-16,ROUTINE,Arrived at Opononi Area School at 9:30. Met with the site manager who reported ongoing roof leak in Block B. Walked the site starting from the car park. Observed missing fire extinguisher sign. Noted missing fire extinguisher sign. Block A appears satisfactory. Recommend review at next assessment. Photos taken for record.,COMPLIANT,3,2,COMPLETED
115,11,36,,2023-05-08,ROUTINE,Post-incident inspection at Opononi Area School. Area where incident occurred has been unchanged. tree branch overhanging walkway. Interviewed the site manager who confirmed awareness of the hazard. Root cause appears to be environmental conditions. Immediate controls: warning signs placed. Further investigation: no - matter resolved.,MINOR_NON_COMPLIANCE,2,1,COMPLETED
116,11,38,,2023-10-18,COMPLAINT_RESPONSE,Routine site walkthrough at Opononi Area School. Checked emergency exits - clear. Fire extinguishers - two expired. First aid kits - needs restocking. Signage - good. General housekeeping - excellent. 0 new hazards logged.,CRITICAL,3,1,COMPLETED
117,11,38,5.0,2023-05-19,CONTRACTOR_AUDIT,Contractor audit: Alpine Painting Property Services on site performing grounds maintenance. Checked: PPE compliance - compliant with minor exceptions; site induction records - current; work method statements - not available. Overall: compliant. Issues noted: SWMS not signed.,MAJOR_NON_COMPLIANCE,1,1,COMPLETED
118,11,37,,2024-11-19,ROUTINE,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - partial - no safety glasses observed; site induction records - missing for one worker; work method statements - generic - not site-specific. Overall: compliant. Issues noted: no issues.,MAJOR_NON_COMPLIANCE,3,1,COMPLETED
119,11,36,,2024-05-07,ROUTINE,Complaint response visit to Opononi Area School regarding strange smell in classroom. On inspection found cluttered storage room blocking access. loose railing on Block A stairwell. Spoke with the H&S rep who was aware of the issue. Actions: contractor engaged. Follow-up required: yes - after repair completed.,COMPLIANT,1,0,COMPLETED
120,11,36,48.0,2025-09-08,CONTRACTOR_AUDIT,Arrived at Opononi Area School at 13:00. Met with the site manager who reported ongoing roof leak in Block B. Walked the site starting from the playground. Observed cracked window pane in classroom. Noted uneven surface on playground. the hall appears showing signs of wear. Recommend scheduling maintenance within 30 days. Photos taken for record.,COMPLIANT,3,1,COMPLETED
121,12,39,87.0,2020-09-27,CONTRACTOR_AUDIT,Arrived at Tauraroa Area School at 9:15. Met with the site manager who reported a recent near-miss in the workshop. Walked the site starting from the playground. Observed standing water near entrance pathway. Noted loose railing on Block A stairwell. the library appears satisfactory. Recommend scheduling maintenance within 30 days. Photos taken for record.,COMPLIANT,3,2,COMPLETED
